date,enodeb_name,longitude_sector,latitude_sector,azimuth,cell_name,frequency_band,localcell_id,cell_fdd_tdd_indication,l_traffic_activeuser_dl_avg,ft_ave_4g_lte_dl_user_thrput_without_last_tti_all___kbps__kbit_,ft_physical_resource_blocks_load_dl,ft_4g_lte_average_reported_cqi,ot_average_ta,referencesignalpwr
03-12-2025 20:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,6.0905,1813.8111,95.2188,7.3121,2.2408,182
03-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,3.5082,6618.838,86.9639,7.834,2.3372,170
03-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.1459,9349.4582,70.5979,8.8427,2.0342,164
03-12-2025 23:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.3644,4759.6723,55.8815,7.0805,2.1728,182
04-12-2025 12:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,2.561,8521.0466,65.8643,8.3431,1.8906,182
04-12-2025 16:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.7385,9987.4716,62.3961,7.6984,2.4373,182
04-12-2025 17:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.6541,8985.1397,79.7877,8.5016,2.0422,164
04-12-2025 20:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,9.2103,3283.7957,98.496,8.5762,1.6569,170
04-12-2025 20:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,5.4608,6030.5944,95.2223,9.1733,1.1537,164
04-12-2025 21:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,7.4351,1623.9374,95.7703,7.4952,2.012,182
04-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,4.1761,5310.2658,94.3201,8.1121,2.4032,170
04-12-2025 22:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,31.4938,2050.4804,99.0835,9.4151,2.1434,170
04-12-2025 23:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,9.1665,4507.9595,97.4166,10.1913,1.8188,164
05-12-2025 06:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,1.2034,10267.4354,71.0701,8.6841,1.9295,182
05-12-2025 13:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,2.793,6137.2922,74.156,8.4164,2.0216,182
05-12-2025 16:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,3.1076,7233.9184,81.911,8.0323,2.2361,170
05-12-2025 17:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,4.2131,8049.7472,90.1773,8.9517,1.6954,170
05-12-2025 20:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,27.0017,1841.7299,98.4724,9.7845,1.7121,164
05-12-2025 21:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,39.49,1739.8692,99.2529,9.2718,2.0656,170
05-12-2025 21:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,6.3051,5589.5389,96.3763,9.4198,1.1885,164
05-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.2885,7961.303,72.9232,9.0936,2.2509,164
05-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.8917,5563.1203,65.9761,7.3932,2.2738,182
06-12-2025 00:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,8.2544,5777.485,97.5063,9.8347,2.1008,170
06-12-2025 02:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,1.654,41520.1437,93.1279,11.786,1.6936,164
06-12-2025 07:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,2.6186,2798.7426,79.6938,7.5649,2.009,182
06-12-2025 08:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,2.1306,7682.8329,66.9482,8.3782,1.9813,182
06-12-2025 18:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.4408,4840.1901,55.4481,8.3419,2.3312,182
06-12-2025 20:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,8.3391,3916.7976,98.1075,8.8185,1.6894,170
06-12-2025 21:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,4.8229,8875.8108,91.1721,9.8679,1.2137,164
06-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.1278,8175.5642,68.995,8.2377,1.9749,164
06-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,3.6605,6290.0887,83.9932,8.3945,2.2901,170
07-12-2025 11:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,3.0365,6353.4787,81.4321,7.9555,2.0953,182
07-12-2025 12:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,2.9017,8337.4965,86.6412,8.1609,2.2159,170
07-12-2025 13:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,0.911,11384.9128,40.834,8.3836,2.4642,182
07-12-2025 14:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,3.6771,2386.1584,86.9617,7.409,1.9709,182
07-12-2025 19:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,9.7655,2984.5611,98.4921,8.4642,1.7296,170
07-12-2025 20:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,41.0439,1700.1193,99.1073,9.2748,2.0433,170
07-12-2025 21:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,4.8982,6706.4948,89.0953,9.9694,1.1885,164
07-12-2025 22:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,17.7227,2354.5283,98.5383,9.9271,1.614,164
07-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.364,11020.1469,86.3921,8.723,1.9105,164
08-12-2025 17:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,3.4627,2207.213,82.5318,7.2377,2.1046,182
08-12-2025 19:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,4.8635,2095.6285,92.9094,6.5941,2.301,182
08-12-2025 20:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,10.1384,2580.1063,98.7511,8.3808,1.694,170
08-12-2025 20:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,4.9129,8348.225,88.5598,10.2249,1.2463,164
08-12-2025 21:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,29.8974,1859.3079,99.1138,9.2982,1.9987,170
08-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.5593,7000.3106,79.816,8.4722,1.9338,164
08-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,3.8089,5741.9775,86.5199,8.3482,2.2643,170
08-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.7028,4385.134,68.6149,7.4059,2.179,182
08-12-2025 22:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,15.7243,2272.5193,98.1612,9.8653,1.6574,164
09-12-2025 00:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,2.2699,4520.7594,85.6958,7.4892,1.8759,182
09-12-2025 17:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,16.8173,2563.0922,98.6794,9.2496,2.1225,170
09-12-2025 18:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,3.7049,3442.9324,84.7865,7.2861,2.1385,182
09-12-2025 19:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,3.5062,7270.3757,82.9426,8.3065,2.2256,170
09-12-2025 19:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,7.5229,4135.9787,95.7162,9.6917,1.2999,164
09-12-2025 19:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.1097,8119.3619,70.8847,8.2729,2.0139,164
09-12-2025 21:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,14.8554,1986.4762,98.9179,8.6741,1.8076,170
09-12-2025 21:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,21.8057,1918.2809,98.3838,9.4611,1.7295,164
09-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,2.5278,2280.8559,89.7189,6.2882,2.1903,182
10-12-2025 00:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,4.8972,7826.5277,89.1048,10.3776,1.6119,164
10-12-2025 19:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,11.1979,2764.998,98.6871,8.6668,2.0104,170
10-12-2025 19:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,5.0071,2085.5866,92.6141,6.8072,2.1605,182
10-12-2025 20:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,8.2406,3982.9885,96.0024,9.6721,1.3692,164
10-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.7952,3700.034,63.6794,7.4557,2.2959,182
10-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.4151,6585.0507,77.8107,8.9166,2.0272,164
10-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,4.0213,5533.7802,86.7613,8.2332,1.9842,170
10-12-2025 22:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,31.8409,1773.1403,98.9403,9.1744,2.0515,170
10-12-2025 23:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,1.876,4317.1101,68.1551,7.9398,1.9585,182
11-12-2025 10:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,1.8029,11424.379,51.3452,9.4002,1.9321,182
11-12-2025 18:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,3.7149,2119.0668,89.2582,7.2175,1.9075,182
11-12-2025 19:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,5.6042,5435.7436,96.4834,9.7198,1.3789,164
11-12-2025 20:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,22.2065,1829.6046,98.4256,9.641,1.6579,164
11-12-2025 20:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,1.794,9127.8361,57.8959,8.7334,1.8981,164
11-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,2.8012,6599.3932,74.32,8.6173,1.9438,170
11-12-2025 22:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,29.2128,1670.4224,99.0703,9.1283,2.0852,170
11-12-2025 22:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,10.2629,3396.038,98.4469,9.026,1.791,170
11-12-2025 23:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,0.7983,9071.769,36.2473,8.2372,2.1551,182
12-12-2025 13:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,2.1801,7998.4646,70.8111,7.8906,2.0782,182
12-12-2025 15:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,0.5501,15503.0028,30.6488,8.6999,2.1667,182
12-12-2025 16:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,1.4244,17777.1551,51.807,8.9689,1.7372,164
12-12-2025 19:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,7.6999,3351.6868,94.7687,9.8277,1.478,164
12-12-2025 20:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,2.9214,6542.7793,79.4739,8.5264,2.1848,170
12-12-2025 20:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,14.5224,1975.6753,98.7413,8.9247,1.8864,170
12-12-2025 21:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,36.4425,1647.7583,99.1057,9.1448,2.1871,170
12-12-2025 22:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,3.8069,2272.8674,94.1893,7.0657,1.9468,182
12-12-2025 22:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,16.8544,1998.9936,98.3151,9.3731,1.7298,164
13-12-2025 00:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,1.8399,4221.1941,72.3856,7.6731,1.9787,182
13-12-2025 19:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,8.81,3516.9755,97.443,9.6284,1.4018,164
13-12-2025 19:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.4977,8142.4607,78.8049,8.3218,1.7162,164
13-12-2025 20:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,40.7517,1650.836,99.1391,9.1113,2.1339,170
13-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,4.5589,5057.7773,90.0688,8.6679,2.104,170
13-12-2025 22:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,13.5457,2521.8395,98.8535,8.7863,1.8804,170
13-12-2025 22:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,18.0411,1868.7367,98.2987,9.5159,1.7236,164
13-12-2025 23:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.6358,3972.7091,76.3189,7.5685,2.039,182
13-12-2025 23:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,3.673,3316.6347,89.2075,7.5424,2.1095,182
14-12-2025 00:00,site_0051,10.63675,35.80053,270,site_0051_f3,20,3,CELL_FDD,1.2546,4648.2678,67.2944,7.6202,1.7805,182
14-12-2025 07:00,site_0051,10.63675,35.80053,150,site_0051_f2,20,2,CELL_FDD,1.9569,7106.8844,75.932,8.1658,2.0216,182
14-12-2025 12:00,site_0051,10.63675,35.80053,30,site_0051_l1,1,7,CELL_FDD,4.351,10292.2479,91.8436,9.7462,1.3324,164
14-12-2025 14:00,site_0051,10.63675,35.80053,30,site_0051_f1,20,1,CELL_FDD,3.8288,1950.261,90.0116,7.2275,2.1071,182
14-12-2025 20:00,site_0051,10.63675,35.80053,150,site_0051_h2,3,5,CELL_FDD,40.6373,1604.5074,99.1865,9.2427,2.0776,170
14-12-2025 20:00,site_0051,10.63675,35.80053,150,site_0051_l2,1,8,CELL_FDD,26.6326,1782.542,98.5407,9.5226,1.6764,164
14-12-2025 21:00,site_0051,10.63675,35.80053,270,site_0051_h3,3,6,CELL_FDD,3.9373,5402.5757,82.2232,8.1413,2.4453,170
14-12-2025 21:00,site_0051,10.63675,35.80053,30,site_0051_h1,3,4,CELL_FDD,11.0746,2979.2084,98.6451,8.9319,1.8607,170
14-12-2025 22:00,site_0051,10.63675,35.80053,270,site_0051_l3,1,9,CELL_FDD,2.7475,6514.7925,76.8904,9.5516,1.8342,164
15-11-2025 15:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,2.1996,4877.2282,68.6372,8.5411,2.0626,182
15-11-2025 19:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,0.554,9091.6032,28.3488,8.3972,2.364,182
15-11-2025 19:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,1.3712,19463.1051,49.4632,8.4154,1.9664,170
15-11-2025 19:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,1.0642,9607.6126,49.212,8.6772,2.1295,182
15-11-2025 19:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,3.7446,5494.5182,86.6719,8.0303,2.077,182
15-11-2025 20:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,4.6223,3988.6772,92.3487,9.8414,1.3856,182
15-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,9.9422,2583.9148,98.4257,8.5987,2.07,170
15-11-2025 22:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,4.3134,2106.6407,90.3623,7.1489,2.3051,182
15-11-2025 22:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,7.2172,3671.4665,97.1445,8.0126,2.1351,170
16-11-2025 00:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,1.8274,6081.3402,57.7478,7.4833,2.2585,182
16-11-2025 11:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,4.5308,6615.3489,88.6096,8.0225,2.1376,170
16-11-2025 15:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,3.9529,5302.2273,85.572,7.8805,2.114,182
16-11-2025 19:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,2.8373,3913.9072,73.8329,8.0312,2.0114,182
16-11-2025 19:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,13.0586,1869.3767,99.6625,8.1303,2.2372,170
16-11-2025 19:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,4.8537,3845.7413,93.2867,9.6524,1.4979,182
16-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,0.944,9300.0759,41.0723,8.6786,2.2249,182
16-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,1.9848,12381.8837,64.1086,8.4034,2.0168,170
16-11-2025 21:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,1.6913,7533.8527,64.6494,8.4323,2.1173,182
17-11-2025 14:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,0.6083,11485.9245,29.2739,8.0343,2.7079,182
17-11-2025 14:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,5.016,5313.1383,92.9598,8.1072,2.1167,170
17-11-2025 19:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,1.678,6416.8577,53.7881,8.8219,1.9506,182
17-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,2.5778,9941.1135,68.7879,8.4226,1.9301,170
17-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,1.9471,6315.4733,61.9228,7.8875,2.0947,182
17-11-2025 20:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,5.1913,3133.3171,94.9618,9.657,1.4178,182
17-11-2025 20:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,4.7987,3934.6658,90.8446,8.4078,2.023,182
17-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,9.2632,2570.3496,97.963,8.3918,2.1136,170
17-11-2025 23:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,4.6452,2073.0798,86.188,7.851,2.188,182
18-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,1.2988,5928.6977,49.5851,8.4718,2.0338,182
18-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,3.2307,8608.9106,79.7467,8.3396,1.8753,170
18-11-2025 20:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,8.1388,3458.4897,99.0579,7.8934,2.1873,170
18-11-2025 20:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,5.01,3249.4493,93.8796,7.8003,2.1038,182
18-11-2025 21:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,7.4974,1252.2489,95.7179,7.3317,2.1905,182
18-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,3.5098,4699.8959,87.8717,7.4573,2.1748,182
18-11-2025 21:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,2.3133,5886.1022,74.5001,8.0297,2.1289,182
18-11-2025 22:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,4.3643,5520.2615,94.78,9.4512,1.2938,182
18-11-2025 23:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,5.9212,4541.7065,98.4171,9.5693,2.1535,170
19-11-2025 15:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,3.8637,8278.3933,84.5732,8.0521,2.1474,170
19-11-2025 18:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,1.7616,8780.4557,62.4118,8.2893,2.1213,182
19-11-2025 19:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,2.4753,4667.8756,72.8126,8.1877,2.0401,182
19-11-2025 19:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,2.616,10873.9537,71.1502,8.4857,1.9195,170
19-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,1.6213,5244.255,59.1042,8.2942,2.03,182
19-11-2025 20:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,12.0197,1962.4476,99.541,8.1472,2.2053,170
19-11-2025 21:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,8.526,1401.5951,95.9826,7.9247,2.2752,182
19-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,5.6636,3717.7566,94.7155,9.043,1.3878,182
19-11-2025 21:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,5.9405,3106.318,95.7157,7.971,2.0602,182
20-11-2025 00:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,2.4971,3776.0996,73.0738,7.9523,2.2651,182
20-11-2025 13:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,5.3562,5699.378,90.1314,7.8285,2.135,170
20-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,1.6338,5995.9754,62.8798,7.8941,2.1334,182
20-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,2.7681,4895.4766,78.5348,8.2188,2.0356,182
20-11-2025 20:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,6.4122,3406.4966,97.379,8.2,2.0253,182
20-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,2.9174,6671.3956,74.8294,8.034,2.0381,182
20-11-2025 21:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,3.672,9579.5891,83.1425,8.4515,1.8386,170
20-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,5.2215,3252.7898,96.5448,8.5616,1.3834,182
20-11-2025 23:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,7.0334,3795.4332,94.8819,9.2246,2.1877,170
21-11-2025 14:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,4.9864,5601.5268,89.3769,7.8321,2.1139,170
21-11-2025 14:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,1.7808,8925.8682,57.4293,8.7298,2.088,182
21-11-2025 17:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,4.9733,1829.696,92.9164,8.0244,2.2532,182
21-11-2025 18:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,1.4822,6267.7969,55.5233,7.8959,2.0913,182
21-11-2025 20:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,2.8735,4917.3655,73.4316,8.3319,2.0267,182
21-11-2025 20:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,12.5853,2011.9483,99.4136,8.0909,2.1308,170
21-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,3.1472,9957.7814,80.2016,8.0397,1.9269,170
21-11-2025 20:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,6.9695,2670.2996,97.5412,9.1547,1.419,182
21-11-2025 20:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,6.4134,2747.3072,98.4303,7.5728,2.0009,182
22-11-2025 17:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,6.1701,4725.3452,96.1403,8.3332,2.1386,170
22-11-2025 17:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,1.7343,11769.2119,59.8741,8.4988,2.1162,182
22-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,1.6586,4885.4489,54.0956,7.2341,2.1804,182
22-11-2025 20:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,2.8294,8887.0455,74.3611,7.9991,1.8582,170
22-11-2025 20:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,6.8519,3074.407,97.5961,9.9663,1.5712,182
22-11-2025 20:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,6.3914,2838.0265,97.9339,7.8116,2.1373,182
22-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,3.2929,3898.6556,74.2318,7.7547,2.0083,182
22-11-2025 22:00,site_0052,10.64108,35.80864,150,site_0052_h2,3,5,CELL_FDD,8.0262,3255.6763,96.9626,8.3864,2.1506,170
22-11-2025 23:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,3.6216,2650.457,86.0124,7.365,2.2823,182
23-11-2025 13:00,site_0052,10.64108,35.80864,150,site_0052_f2,20,2,CELL_FDD,1.7504,9003.2014,47.0493,9.2696,2.0281,182
23-11-2025 14:00,site_0052,10.64108,35.80864,270,site_0052_h3,3,6,CELL_FDD,7.0592,4130.8827,94.6445,8.0052,2.1838,170
23-11-2025 18:00,site_0052,10.64108,35.80864,270,site_0052_f3,20,3,CELL_FDD,3.7559,2375.5797,86.1846,7.5387,2.2494,182
23-11-2025 21:00,site_0052,10.64108,35.80864,30,site_0052_f1,20,1,CELL_FDD,1.4131,7015.7882,51.0699,8.2744,1.7211,182
23-11-2025 21:00,site_0052,10.64108,35.80864,30,site_0052_h1,3,4,CELL_FDD,2.4488,10573.7374,75.0471,7.8525,1.823,170
23-11-2025 21:00,site_0052,10.64108,35.80864,30,site_0052_l1,1,7,CELL_FDD,2.6302,5182.8586,83.0246,7.8616,1.9877,182
23-11-2025 21:00,site_0052,10.64108,35.80864,150,site_0052_l2,1,8,CELL_FDD,4.2534,5177.138,94.5748,8.7841,1.412,182
23-11-2025 21:00,site_0052,10.64108,35.80864,270,site_0052_l3,1,9,CELL_FDD,6.5577,2930.6929,97.337,8.0834,1.9842,182
