source,timestamp,cell_name,site_name,frequency_band,prb_load,throughput,throughput_kbps,active_users,rrc_users,traffic,cqi,ta,health,congested,issue_type,severity,root_cause,old_load,old_traffic,old_status_label
runtime_data,01-12-2025 01:00,TN1759_c01,TN1759_s01,L1800,69.26,17.46,17460.00,174,0,0.000,9.20,4.88,92,false,Normal,healthy,Normal,69.26,174,healthy
runtime_data,01-12-2025 01:00,TN1759_c02,TN1759_s01,L1800,92.72,3.84,3840.00,191,0,0.000,12.15,5.11,45,true,Congestion Confirmed,critical,Congestion Confirmed,92.72,191,critical
runtime_data,01-12-2025 01:00,TN1759_c03,TN1759_s02,L1800,54.38,8.68,8680.00,70,0,0.000,8.74,2.36,70,false,Normal,watch,Normal,54.38,70,watch
runtime_data,01-12-2025 01:00,TN1760_c01,TN1760_s01,L2600,42.27,23.65,23650.00,173,0,0.000,9.67,2.42,92,false,Normal,healthy,Normal,42.27,173,healthy
runtime_data,01-12-2025 01:00,TN1760_c02,TN1760_s01,L2100,74.26,55.23,55230.00,21,0,0.000,12.49,3.10,92,false,Normal,healthy,Normal,74.26,21,healthy
runtime_data,01-12-2025 01:00,TN1760_c03,TN1760_s02,L1800,89.65,19.09,19090.00,30,0,0.000,12.93,5.53,70,false,High PRB,watch,High PRB,89.65,30,watch
runtime_data,01-12-2025 01:00,TN1761_c01,TN1761_s01,L1800,60.32,46.70,46700.00,101,0,0.000,8.61,2.59,92,false,Normal,healthy,Normal,60.32,101,healthy
runtime_data,01-12-2025 01:00,TN1761_c02,TN1761_s01,L2100,72.35,59.13,59130.00,198,0,0.000,9.25,5.99,92,false,Normal,healthy,Normal,72.35,198,healthy
runtime_data,01-12-2025 01:00,TN1761_c03,TN1761_s02,L2600,86.43,3.58,3580.00,46,0,0.000,13.06,1.40,45,true,Congestion Confirmed,critical,Congestion Confirmed,86.43,46,critical
runtime_data,01-12-2025 01:00,TN1762_c01,TN1762_s01,L2600,54.69,18.22,18220.00,131,0,0.000,11.31,5.43,92,false,Normal,healthy,Normal,54.69,131,healthy
runtime_data,01-12-2025 01:00,TN1762_c02,TN1762_s01,L2100,84.79,53.02,53020.00,21,0,0.000,10.26,5.27,92,false,Normal,healthy,Normal,84.79,21,healthy
runtime_data,01-12-2025 01:00,TN1762_c03,TN1762_s02,L2100,41.76,20.24,20240.00,39,0,0.000,13.13,2.96,92,false,Normal,healthy,Normal,41.76,39,healthy
runtime_data,01-12-2025 01:00,TN1763_c01,TN1763_s01,L2600,77.62,29.96,29960.00,169,0,0.000,12.97,5.09,92,false,Normal,healthy,Normal,77.62,169,healthy
runtime_data,01-12-2025 01:00,TN1763_c02,TN1763_s01,L2100,89.16,35.44,35440.00,125,0,0.000,13.26,2.17,45,true,Congestion Confirmed,critical,Congestion Confirmed,89.16,125,critical
runtime_data,01-12-2025 01:00,TN1763_c03,TN1763_s02,L2100,64.15,23.38,23380.00,91,0,0.000,9.93,2.30,92,false,Normal,healthy,Normal,64.15,91,healthy
runtime_data,01-12-2025 01:00,TN1764_c01,TN1764_s01,L2600,53.07,51.12,51120.00,162,0,0.000,7.08,5.68,70,false,Radio Quality,watch,Radio Quality,53.07,162,watch
runtime_data,01-12-2025 01:00,TN1764_c02,TN1764_s01,L2600,77.39,8.42,8420.00,146,0,0.000,7.03,5.47,70,false,Radio Quality,watch,Radio Quality,77.39,146,watch
runtime_data,01-12-2025 01:00,TN1764_c03,TN1764_s02,L2100,46.46,49.96,49960.00,73,0,0.000,7.23,2.59,70,false,Radio Quality,watch,Radio Quality,46.46,73,watch
runtime_data,01-12-2025 01:00,TN2151_c01,TN2151_s01,L2600,92.61,8.15,8150.00,187,0,0.000,11.46,2.05,45,true,Congestion Confirmed,critical,Congestion Confirmed,92.61,187,critical
runtime_data,01-12-2025 01:00,TN2151_c02,TN2151_s01,L1800,57.18,33.73,33730.00,178,0,0.000,13.33,2.38,92,false,Normal,healthy,Normal,57.18,178,healthy
runtime_data,01-12-2025 01:00,TN2151_c03,TN2151_s02,L2100,45.02,41.01,41010.00,167,0,0.000,8.65,5.05,92,false,Normal,healthy,Normal,45.02,167,healthy
runtime_data,01-12-2025 01:00,TN2152_c01,TN2152_s01,L2100,49.67,20.40,20400.00,67,0,0.000,12.76,2.81,92,false,Normal,healthy,Normal,49.67,67,healthy
runtime_data,01-12-2025 01:00,TN2152_c02,TN2152_s01,L2100,42.22,29.30,29300.00,110,0,0.000,10.35,3.70,92,false,Normal,healthy,Normal,42.22,110,healthy
runtime_data,01-12-2025 01:00,TN2152_c03,TN2152_s02,L2600,38.24,8.65,8650.00,45,0,0.000,8.41,1.91,70,false,Normal,watch,Normal,38.24,45,watch
runtime_data,01-12-2025 01:00,TN2153_c01,TN2153_s01,L2600,46.56,34.60,34600.00,90,0,0.000,7.74,4.68,70,false,Radio Quality,watch,Radio Quality,46.56,90,watch
runtime_data,01-12-2025 01:00,TN2153_c02,TN2153_s01,L2100,74.43,12.22,12220.00,76,0,0.000,13.21,2.16,70,false,Normal,watch,Normal,74.43,76,watch
runtime_data,01-12-2025 01:00,TN2153_c03,TN2153_s02,L1800,67.46,43.77,43770.00,178,0,0.000,8.43,2.05,92,false,Normal,healthy,Normal,67.46,178,healthy
runtime_data,01-12-2025 01:00,TN2154_c01,TN2154_s01,L1800,85.27,13.51,13510.00,146,0,0.000,11.34,2.44,45,true,Congestion Confirmed,critical,Congestion Confirmed,85.27,146,critical
runtime_data,01-12-2025 01:00,TN2154_c02,TN2154_s01,L2100,71.38,15.99,15990.00,44,0,0.000,11.64,5.01,92,false,Normal,healthy,Normal,71.38,44,healthy
runtime_data,01-12-2025 01:00,TN2154_c03,TN2154_s02,L2100,87.01,18.81,18810.00,63,0,0.000,11.32,5.93,45,true,Congestion Confirmed,critical,Congestion Confirmed,87.01,63,critical
runtime_data,01-12-2025 01:00,TN2155_c01,TN2155_s01,L1800,43.65,29.11,29110.00,141,0,0.000,6.59,5.82,70,false,Radio Quality,watch,Radio Quality,43.65,141,watch
runtime_data,01-12-2025 01:00,TN2155_c02,TN2155_s01,L2600,45.41,38.08,38080.00,22,0,0.000,11.82,3.58,92,false,Normal,healthy,Normal,45.41,22,healthy
runtime_data,01-12-2025 01:00,TN2155_c03,TN2155_s02,L1800,50.10,36.63,36630.00,24,0,0.000,7.27,3.79,70,false,Radio Quality,watch,Radio Quality,50.10,24,watch
runtime_data,01-12-2025 01:00,TN2156_c01,TN2156_s01,L2600,45.21,11.40,11400.00,44,0,0.000,7.53,3.60,70,false,Radio Quality,watch,Radio Quality,45.21,44,watch
runtime_data,01-12-2025 01:00,TN2156_c02,TN2156_s01,L2100,56.40,32.27,32270.00,189,0,0.000,10.32,2.81,92,false,Normal,healthy,Normal,56.40,189,healthy
runtime_data,01-12-2025 01:00,TN2156_c03,TN2156_s02,L2100,78.32,40.69,40690.00,218,0,0.000,12.74,3.56,92,false,Normal,healthy,Normal,78.32,218,healthy
runtime_data,01-12-2025 01:00,TN2157_c01,TN2157_s01,L2600,51.47,7.12,7120.00,183,0,0.000,10.14,4.56,70,false,Normal,watch,Normal,51.47,183,watch
runtime_data,01-12-2025 01:00,TN2157_c02,TN2157_s01,L2100,43.64,37.19,37190.00,82,0,0.000,9.98,1.98,92,false,Normal,healthy,Normal,43.64,82,healthy
runtime_data,01-12-2025 01:00,TN2157_c03,TN2157_s02,L2100,40.45,40.49,40490.00,116,0,0.000,12.94,4.67,92,false,Normal,healthy,Normal,40.45,116,healthy
runtime_data,01-12-2025 01:00,TN2158_c01,TN2158_s01,L1800,89.85,10.25,10250.00,154,0,0.000,9.64,2.69,45,true,Congestion Confirmed,critical,Congestion Confirmed,89.85,154,critical
runtime_data,01-12-2025 01:00,TN2158_c02,TN2158_s01,L2600,70.94,22.70,22700.00,90,0,0.000,13.12,2.76,92,false,Normal,healthy,Normal,70.94,90,healthy
runtime_data,01-12-2025 01:00,TN2158_c03,TN2158_s02,L2600,72.35,36.60,36600.00,136,0,0.000,9.53,1.43,92,false,Normal,healthy,Normal,72.35,136,healthy
runtime_data,01-12-2025 01:00,TN2159_c01,TN2159_s01,L1800,35.51,31.18,31180.00,57,0,0.000,12.99,4.36,92,false,Normal,healthy,Normal,35.51,57,healthy
runtime_data,01-12-2025 01:00,TN2159_c02,TN2159_s01,L1800,75.52,9.31,9310.00,93,0,0.000,8.63,2.04,70,false,Normal,watch,Normal,75.52,93,watch
runtime_data,01-12-2025 01:00,TN2159_c03,TN2159_s02,L2600,85.35,18.89,18890.00,145,0,0.000,7.36,0.80,45,true,Congestion Confirmed,critical,Congestion Confirmed,85.35,145,critical
runtime_data,01-12-2025 01:00,TN2251_c01,TN2251_s01,L2600,50.34,48.40,48400.00,92,0,0.000,8.95,4.00,92,false,Normal,healthy,Normal,50.34,92,healthy
runtime_data,01-12-2025 01:00,TN2251_c02,TN2251_s01,L1800,93.17,53.42,53420.00,56,0,0.000,11.49,1.26,45,true,Congestion Confirmed,critical,Congestion Confirmed,93.17,56,critical
runtime_data,01-12-2025 01:00,TN2251_c03,TN2251_s02,L2100,48.35,19.43,19430.00,110,0,0.000,9.81,3.07,92,false,Normal,healthy,Normal,48.35,110,healthy
runtime_data,01-12-2025 01:00,TN2252_c01,TN2252_s01,L1800,90.15,32.94,32940.00,97,0,0.000,12.75,5.79,45,true,Congestion Confirmed,critical,Congestion Confirmed,90.15,97,critical
runtime_data,01-12-2025 01:00,TN2252_c02,TN2252_s01,L2600,84.07,13.60,13600.00,216,0,0.000,7.47,2.52,70,false,Radio Quality,watch,Radio Quality,84.07,216,watch
runtime_data,01-12-2025 01:00,TN2252_c03,TN2252_s02,L2100,40.22,30.90,30900.00,180,0,0.000,10.47,5.55,92,false,Normal,healthy,Normal,40.22,180,healthy
runtime_data,01-12-2025 01:00,TN2253_c01,TN2253_s01,L1800,40.86,22.92,22920.00,197,0,0.000,10.19,3.47,92,false,Normal,healthy,Normal,40.86,197,healthy
runtime_data,01-12-2025 01:00,TN2253_c02,TN2253_s01,L1800,61.09,30.91,30910.00,125,0,0.000,9.44,5.17,92,false,Normal,healthy,Normal,61.09,125,healthy
runtime_data,01-12-2025 01:00,TN2253_c03,TN2253_s02,L2600,40.39,48.48,48480.00,97,0,0.000,7.48,4.34,70,false,Radio Quality,watch,Radio Quality,40.39,97,watch
runtime_data,01-12-2025 01:00,TN2254_c01,TN2254_s01,L2100,89.89,41.57,41570.00,33,0,0.000,12.64,0.83,70,false,High PRB,watch,High PRB,89.89,33,watch
runtime_data,01-12-2025 01:00,TN2254_c02,TN2254_s01,L2600,84.26,48.08,48080.00,137,0,0.000,12.62,6.42,92,false,Normal,healthy,Normal,84.26,137,healthy
runtime_data,01-12-2025 01:00,TN2254_c03,TN2254_s02,L2600,41.53,36.53,36530.00,94,0,0.000,10.66,1.49,92,false,Normal,healthy,Normal,41.53,94,healthy
runtime_data,01-12-2025 01:00,TN2255_c01,TN2255_s01,L1800,70.66,8.86,8860.00,203,0,0.000,10.08,5.02,70,false,Normal,watch,Normal,70.66,203,watch
runtime_data,01-12-2025 01:00,TN2255_c02,TN2255_s01,L2600,65.21,40.54,40540.00,192,0,0.000,8.06,4.90,92,false,Normal,healthy,Normal,65.21,192,healthy
runtime_data,01-12-2025 01:00,TN2255_c03,TN2255_s02,L2100,92.13,37.14,37140.00,179,0,0.000,12.14,4.24,45,true,Congestion Confirmed,critical,Congestion Confirmed,92.13,179,critical
runtime_data,01-12-2025 01:00,TN2256_c01,TN2256_s01,L1800,42.38,11.59,11590.00,72,0,0.000,7.18,3.03,70,false,Radio Quality,watch,Radio Quality,42.38,72,watch
runtime_data,01-12-2025 01:00,TN2256_c02,TN2256_s01,L2100,91.49,53.29,53290.00,143,0,0.000,8.60,3.92,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.49,143,critical
runtime_data,01-12-2025 01:00,TN2256_c03,TN2256_s02,L1800,85.12,35.78,35780.00,188,0,0.000,11.27,1.85,45,true,Congestion Confirmed,critical,Congestion Confirmed,85.12,188,critical
runtime_data,01-12-2025 01:00,TN2257_c01,TN2257_s01,L2600,84.93,30.15,30150.00,63,0,0.000,11.10,3.54,92,false,Normal,healthy,Normal,84.93,63,healthy
runtime_data,01-12-2025 01:00,TN2257_c02,TN2257_s01,L2600,52.66,32.62,32620.00,170,0,0.000,7.20,4.78,70,false,Radio Quality,watch,Radio Quality,52.66,170,watch
runtime_data,01-12-2025 01:00,TN2257_c03,TN2257_s02,L1800,41.55,14.00,14000.00,128,0,0.000,9.42,3.02,70,false,Normal,watch,Normal,41.55,128,watch
runtime_data,01-12-2025 01:00,TN2258_c01,TN2258_s01,L2100,70.41,54.23,54230.00,186,0,0.000,6.74,5.97,70,false,Radio Quality,watch,Radio Quality,70.41,186,watch
runtime_data,01-12-2025 01:00,TN2258_c02,TN2258_s01,L2100,93.73,24.20,24200.00,205,0,0.000,9.78,3.65,45,true,Congestion Confirmed,critical,Congestion Confirmed,93.73,205,critical
runtime_data,01-12-2025 01:00,TN2258_c03,TN2258_s02,L2600,87.52,29.97,29970.00,200,0,0.000,7.98,1.66,45,true,Congestion Confirmed,critical,Congestion Confirmed,87.52,200,critical
runtime_data,01-12-2025 01:00,TN2259_c01,TN2259_s01,L2100,75.01,44.62,44620.00,137,0,0.000,10.44,5.15,92,false,Normal,healthy,Normal,75.01,137,healthy
runtime_data,01-12-2025 01:00,TN2259_c02,TN2259_s01,L1800,53.48,32.12,32120.00,185,0,0.000,9.26,1.83,92,false,Normal,healthy,Normal,53.48,185,healthy
runtime_data,01-12-2025 01:00,TN2259_c03,TN2259_s02,L2600,78.22,33.25,33250.00,188,0,0.000,10.05,6.24,92,false,Normal,healthy,Normal,78.22,188,healthy
runtime_data,01-12-2025 01:00,TN2351_c01,TN2351_s01,L2100,56.23,9.65,9650.00,123,0,0.000,10.82,2.12,70,false,Normal,watch,Normal,56.23,123,watch
runtime_data,01-12-2025 01:00,TN2351_c02,TN2351_s01,L1800,75.58,31.52,31520.00,193,0,0.000,10.00,5.41,92,false,Normal,healthy,Normal,75.58,193,healthy
runtime_data,01-12-2025 01:00,TN2351_c03,TN2351_s02,L2600,79.69,43.68,43680.00,64,0,0.000,8.16,6.06,92,false,Normal,healthy,Normal,79.69,64,healthy
runtime_data,01-12-2025 01:00,TN2352_c01,TN2352_s01,L1800,38.78,51.73,51730.00,29,0,0.000,8.25,4.26,92,false,Normal,healthy,Normal,38.78,29,healthy
runtime_data,01-12-2025 01:00,TN2352_c02,TN2352_s01,L1800,86.28,7.87,7870.00,102,0,0.000,12.96,4.43,45,true,Congestion Confirmed,critical,Congestion Confirmed,86.28,102,critical
runtime_data,01-12-2025 01:00,TN2352_c03,TN2352_s02,L1800,68.94,29.63,29630.00,145,0,0.000,7.87,1.72,70,false,Radio Quality,watch,Radio Quality,68.94,145,watch
runtime_data,01-12-2025 01:00,TN2353_c01,TN2353_s01,L2100,84.64,7.27,7270.00,69,0,0.000,12.16,1.35,70,false,Normal,watch,Normal,84.64,69,watch
runtime_data,01-12-2025 01:00,TN2353_c02,TN2353_s01,L2100,37.03,25.42,25420.00,21,0,0.000,7.48,1.21,70,false,Radio Quality,watch,Radio Quality,37.03,21,watch
runtime_data,01-12-2025 01:00,TN2353_c03,TN2353_s02,L1800,46.30,40.68,40680.00,206,0,0.000,11.61,4.05,92,false,Normal,healthy,Normal,46.30,206,healthy
runtime_data,01-12-2025 01:00,TN2354_c01,TN2354_s01,L2100,63.90,54.59,54590.00,178,0,0.000,8.96,3.30,92,false,Normal,healthy,Normal,63.90,178,healthy
runtime_data,01-12-2025 01:00,TN2354_c02,TN2354_s01,L1800,73.15,10.22,10220.00,165,0,0.000,12.62,1.47,70,false,Normal,watch,Normal,73.15,165,watch
runtime_data,01-12-2025 01:00,TN2354_c03,TN2354_s02,L2600,49.06,7.22,7220.00,104,0,0.000,10.71,5.52,70,false,Normal,watch,Normal,49.06,104,watch
runtime_data,01-12-2025 01:00,TN2355_c01,TN2355_s01,L1800,58.82,58.28,58280.00,60,0,0.000,9.01,5.66,92,false,Normal,healthy,Normal,58.82,60,healthy
runtime_data,01-12-2025 01:00,TN2355_c02,TN2355_s01,L2100,91.84,33.51,33510.00,122,0,0.000,10.00,4.12,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.84,122,critical
runtime_data,01-12-2025 01:00,TN2355_c03,TN2355_s02,L2100,92.15,2.00,2000.00,187,0,0.000,13.39,2.71,45,true,Congestion Confirmed,critical,Congestion Confirmed,92.15,187,critical
runtime_data,01-12-2025 01:00,TN2356_c01,TN2356_s01,L1800,81.65,47.78,47780.00,160,0,0.000,7.48,6.00,70,false,Radio Quality,watch,Radio Quality,81.65,160,watch
runtime_data,01-12-2025 01:00,TN2356_c02,TN2356_s01,L2600,38.80,54.83,54830.00,164,0,0.000,9.95,1.00,92,false,Normal,healthy,Normal,38.80,164,healthy
runtime_data,01-12-2025 01:00,TN2356_c03,TN2356_s02,L2600,94.84,38.98,38980.00,173,0,0.000,13.15,3.53,45,true,Congestion Confirmed,critical,Congestion Confirmed,94.84,173,critical
runtime_data,01-12-2025 01:00,TN2357_c01,TN2357_s01,L2100,42.90,7.92,7920.00,46,0,0.000,11.56,3.26,70,false,Normal,watch,Normal,42.90,46,watch
runtime_data,01-12-2025 01:00,TN2357_c02,TN2357_s01,L2600,53.51,7.16,7160.00,78,0,0.000,12.45,5.42,70,false,Normal,watch,Normal,53.51,78,watch
runtime_data,01-12-2025 01:00,TN2357_c03,TN2357_s02,L1800,67.59,42.91,42910.00,194,0,0.000,12.52,3.01,92,false,Normal,healthy,Normal,67.59,194,healthy
runtime_data,01-12-2025 01:00,TN2358_c01,TN2358_s01,L2100,58.01,29.05,29050.00,199,0,0.000,7.38,5.91,70,false,Radio Quality,watch,Radio Quality,58.01,199,watch
runtime_data,01-12-2025 01:00,TN2358_c02,TN2358_s01,L2100,94.93,17.55,17550.00,69,0,0.000,9.07,1.32,45,true,Congestion Confirmed,critical,Congestion Confirmed,94.93,69,critical
runtime_data,01-12-2025 01:00,TN2358_c03,TN2358_s02,L1800,35.61,53.97,53970.00,212,0,0.000,9.39,6.45,92,false,Normal,healthy,Normal,35.61,212,healthy
runtime_data,01-12-2025 01:00,TN2359_c01,TN2359_s01,L1800,35.91,10.14,10140.00,34,0,0.000,11.54,1.05,70,false,Normal,watch,Normal,35.91,34,watch
runtime_data,01-12-2025 01:00,TN2359_c02,TN2359_s01,L2100,56.33,59.90,59900.00,82,0,0.000,11.09,4.55,92,false,Normal,healthy,Normal,56.33,82,healthy
runtime_data,01-12-2025 01:00,TN2359_c03,TN2359_s02,L2600,75.05,17.10,17100.00,159,0,0.000,7.03,5.92,70,false,Radio Quality,watch,Radio Quality,75.05,159,watch
runtime_data,01-12-2025 01:00,TN2360_c01,TN2360_s01,L2100,87.38,52.50,52500.00,97,0,0.000,9.60,4.53,45,true,Congestion Confirmed,critical,Congestion Confirmed,87.38,97,critical
runtime_data,01-12-2025 01:00,TN2360_c02,TN2360_s01,L2600,67.14,35.24,35240.00,198,0,0.000,8.37,3.14,92,false,Normal,healthy,Normal,67.14,198,healthy
runtime_data,01-12-2025 01:00,TN2360_c03,TN2360_s02,L2100,92.98,10.70,10700.00,40,0,0.000,9.90,2.11,45,true,Congestion Confirmed,critical,Congestion Confirmed,92.98,40,critical
runtime_data,01-12-2025 01:00,TN2361_c01,TN2361_s01,L2600,80.26,43.31,43310.00,115,0,0.000,7.98,2.14,70,false,Radio Quality,watch,Radio Quality,80.26,115,watch
runtime_data,01-12-2025 01:00,TN2361_c02,TN2361_s01,L2600,61.86,7.15,7150.00,49,0,0.000,11.85,4.15,70,false,Normal,watch,Normal,61.86,49,watch
runtime_data,01-12-2025 01:00,TN2361_c03,TN2361_s02,L1800,53.33,21.07,21070.00,35,0,0.000,13.26,5.72,92,false,Normal,healthy,Normal,53.33,35,healthy
runtime_data,01-12-2025 01:00,TN2451_c01,TN2451_s01,L2600,58.46,26.48,26480.00,72,0,0.000,6.81,4.56,70,false,Radio Quality,watch,Radio Quality,58.46,72,watch
runtime_data,01-12-2025 01:00,TN2451_c02,TN2451_s01,L2600,36.91,55.14,55140.00,26,0,0.000,11.84,5.52,92,false,Normal,healthy,Normal,36.91,26,healthy
runtime_data,01-12-2025 01:00,TN2451_c03,TN2451_s02,L1800,51.01,46.89,46890.00,75,0,0.000,11.77,3.27,92,false,Normal,healthy,Normal,51.01,75,healthy
runtime_data,01-12-2025 01:00,TN2452_c01,TN2452_s01,L2100,61.08,46.63,46630.00,208,0,0.000,11.60,6.23,92,false,Normal,healthy,Normal,61.08,208,healthy
runtime_data,01-12-2025 01:00,TN2452_c02,TN2452_s01,L2600,91.88,25.12,25120.00,156,0,0.000,8.51,3.76,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.88,156,critical
runtime_data,01-12-2025 01:00,TN2452_c03,TN2452_s02,L2600,44.92,59.60,59600.00,210,0,0.000,9.17,2.40,92,false,Normal,healthy,Normal,44.92,210,healthy
runtime_data,01-12-2025 01:00,TN2453_c01,TN2453_s01,L2100,76.64,47.08,47080.00,83,0,0.000,8.42,1.02,92,false,Normal,healthy,Normal,76.64,83,healthy
runtime_data,01-12-2025 01:00,TN2453_c02,TN2453_s01,L2100,51.73,48.25,48250.00,84,0,0.000,8.38,1.51,92,false,Normal,healthy,Normal,51.73,84,healthy
runtime_data,01-12-2025 01:00,TN2453_c03,TN2453_s02,L2600,69.67,51.77,51770.00,87,0,0.000,8.75,0.85,92,false,Normal,healthy,Normal,69.67,87,healthy
runtime_data,01-12-2025 01:00,TN2454_c01,TN2454_s01,L2600,37.26,51.59,51590.00,183,0,0.000,9.01,6.15,92,false,Normal,healthy,Normal,37.26,183,healthy
runtime_data,01-12-2025 01:00,TN2454_c02,TN2454_s01,L2600,51.86,57.48,57480.00,100,0,0.000,10.77,5.28,92,false,Normal,healthy,Normal,51.86,100,healthy
runtime_data,01-12-2025 01:00,TN2454_c03,TN2454_s02,L2100,50.83,40.04,40040.00,78,0,0.000,9.96,1.08,92,false,Normal,healthy,Normal,50.83,78,healthy
runtime_data,01-12-2025 01:00,TN2455_c01,TN2455_s01,L2100,41.98,33.36,33360.00,195,0,0.000,6.77,3.95,70,false,Radio Quality,watch,Radio Quality,41.98,195,watch
runtime_data,01-12-2025 01:00,TN2455_c02,TN2455_s01,L2100,48.91,58.67,58670.00,86,0,0.000,13.16,5.64,92,false,Normal,healthy,Normal,48.91,86,healthy
runtime_data,01-12-2025 01:00,TN2455_c03,TN2455_s02,L2100,67.97,24.89,24890.00,80,0,0.000,6.81,3.71,70,false,Radio Quality,watch,Radio Quality,67.97,80,watch
runtime_data,01-12-2025 01:00,TN2456_c01,TN2456_s01,L1800,49.46,50.77,50770.00,115,0,0.000,8.78,3.23,92,false,Normal,healthy,Normal,49.46,115,healthy
runtime_data,01-12-2025 01:00,TN2456_c02,TN2456_s01,L1800,52.27,48.56,48560.00,175,0,0.000,6.67,4.52,70,false,Radio Quality,watch,Radio Quality,52.27,175,watch
runtime_data,01-12-2025 01:00,TN2456_c03,TN2456_s02,L1800,63.71,7.68,7680.00,179,0,0.000,13.31,1.66,70,false,Normal,watch,Normal,63.71,179,watch
runtime_data,01-12-2025 01:00,TN2457_c01,TN2457_s01,L2600,71.06,49.63,49630.00,74,0,0.000,7.24,3.70,70,false,Radio Quality,watch,Radio Quality,71.06,74,watch
runtime_data,01-12-2025 01:00,TN2457_c02,TN2457_s01,L2600,70.47,26.46,26460.00,75,0,0.000,8.91,1.66,92,false,Normal,healthy,Normal,70.47,75,healthy
runtime_data,01-12-2025 01:00,TN2457_c03,TN2457_s02,L1800,81.52,55.48,55480.00,39,0,0.000,11.04,6.49,92,false,Normal,healthy,Normal,81.52,39,healthy
runtime_data,01-12-2025 01:00,TN2458_c01,TN2458_s01,L2600,73.45,45.58,45580.00,157,0,0.000,11.64,1.09,92,false,Normal,healthy,Normal,73.45,157,healthy
runtime_data,01-12-2025 01:00,TN2458_c02,TN2458_s01,L1800,63.81,23.11,23110.00,132,0,0.000,10.17,5.99,92,false,Normal,healthy,Normal,63.81,132,healthy
runtime_data,01-12-2025 01:00,TN2458_c03,TN2458_s02,L2100,55.05,18.47,18470.00,112,0,0.000,12.09,4.75,92,false,Normal,healthy,Normal,55.05,112,healthy
runtime_data,01-12-2025 01:00,TN2459_c01,TN2459_s01,L1800,62.15,25.54,25540.00,124,0,0.000,13.20,6.01,92,false,Normal,healthy,Normal,62.15,124,healthy
runtime_data,01-12-2025 01:00,TN2459_c02,TN2459_s01,L1800,74.85,48.46,48460.00,134,0,0.000,10.74,6.42,92,false,Normal,healthy,Normal,74.85,134,healthy
runtime_data,01-12-2025 01:00,TN2459_c03,TN2459_s02,L1800,91.47,36.64,36640.00,124,0,0.000,8.21,5.34,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.47,124,critical
runtime_data,01-12-2025 01:00,TN2460_c01,TN2460_s01,L2600,55.84,28.74,28740.00,124,0,0.000,7.33,4.41,70,false,Radio Quality,watch,Radio Quality,55.84,124,watch
runtime_data,01-12-2025 01:00,TN2460_c02,TN2460_s01,L2100,82.13,4.34,4340.00,136,0,0.000,12.80,3.96,70,false,Normal,watch,Normal,82.13,136,watch
runtime_data,01-12-2025 01:00,TN2460_c03,TN2460_s02,L1800,91.74,47.09,47090.00,52,0,0.000,11.70,1.75,45,true,Congestion Confirmed,critical,Congestion Confirmed,91.74,52,critical
runtime_data,01-12-2025 01:00,TN2461_c01,TN2461_s01,L1800,39.45,55.61,55610.00,155,0,0.000,10.10,3.09,92,false,Normal,healthy,Normal,39.45,155,healthy
runtime_data,01-12-2025 01:00,TN2461_c02,TN2461_s01,L1800,68.97,24.19,24190.00,50,0,0.000,11.48,4.27,92,false,Normal,healthy,Normal,68.97,50,healthy
runtime_data,01-12-2025 01:00,TN2461_c03,TN2461_s02,L2100,41.57,45.89,45890.00,38,0,0.000,11.56,3.13,92,false,Normal,healthy,Normal,41.57,38,healthy
runtime_data,01-12-2025 01:00,TN3151_c01,TN3151_s01,L2600,62.43,46.91,46910.00,94,0,0.000,12.34,4.93,92,false,Normal,healthy,Normal,62.43,94,healthy
runtime_data,01-12-2025 01:00,TN3151_c02,TN3151_s01,L2600,70.96,10.52,10520.00,150,0,0.000,12.24,2.91,70,false,Normal,watch,Normal,70.96,150,watch
runtime_data,01-12-2025 01:00,TN3151_c03,TN3151_s02,L2100,74.61,15.54,15540.00,132,0,0.000,9.16,5.21,92,false,Normal,healthy,Normal,74.61,132,healthy
runtime_data,01-12-2025 01:00,TN3152_c01,TN3152_s01,L1800,49.17,36.46,36460.00,32,0,0.000,9.95,5.61,92,false,Normal,healthy,Normal,49.17,32,healthy
runtime_data,01-12-2025 01:00,TN3152_c02,TN3152_s01,L2100,61.03,46.89,46890.00,101,0,0.000,8.76,6.19,92,false,Normal,healthy,Normal,61.03,101,healthy
runtime_data,01-12-2025 01:00,TN3152_c03,TN3152_s02,L1800,88.83,29.19,29190.00,130,0,0.000,11.62,1.37,45,true,Congestion Confirmed,critical,Congestion Confirmed,88.83,130,critical
runtime_data,01-12-2025 01:00,TN3153_c01,TN3153_s01,L2600,52.37,32.28,32280.00,90,0,0.000,7.33,6.15,70,false,Radio Quality,watch,Radio Quality,52.37,90,watch
runtime_data,01-12-2025 01:00,TN3153_c02,TN3153_s01,L2600,50.83,55.92,55920.00,47,0,0.000,10.74,1.98,92,false,Normal,healthy,Normal,50.83,47,healthy
runtime_data,01-12-2025 01:00,TN3153_c03,TN3153_s02,L2600,86.17,34.40,34400.00,27,0,0.000,11.78,3.87,70,false,High PRB,watch,High PRB,86.17,27,watch
