cell_name,peak_hour,peak_avg_prb,samples
TN6153_c03,01:00,94.3400,1
TN6154_c01,22:00,95.9100,1
TN6154_c02,10:00,93.9000,1
TN6154_c03,11:00,88.7300,1
TN6155_c01,15:00,94.0400,1
TN6155_c02,12:00,95.3500,1
TN6155_c03,19:00,95.0100,1
TN6156_c01,06:00,90.8000,1
TN6156_c02,17:00,95.6900,1
TN6156_c03,11:00,91.6100,1
TN6157_c01,21:00,93.6500,1
TN6157_c02,20:00,93.0700,1
TN6157_c03,15:00,95.8300,1
TN6158_c01,06:00,92.7800,1
TN6158_c02,15:00,95.5400,1
TN6158_c03,18:00,95.9900,1
TN6159_c01,06:00,91.5800,1
TN6159_c02,09:00,94.6600,1
TN6159_c03,14:00,93.7500,1
TN6160_c01,05:00,93.0100,1
TN6160_c02,01:00,94.2400,1
TN6160_c03,04:00,91.0000,1
TN6161_c01,16:00,95.9300,1
TN6161_c02,18:00,94.8200,1
TN6161_c03,15:00,90.7500,1
TN6251_c01,16:00,93.5100,1
TN6251_c02,23:00,90.7400,1
TN6251_c03,13:00,91.8400,1
TN6252_c01,03:00,94.7200,1
TN6252_c02,04:00,91.4900,1
TN6252_c03,16:00,95.9300,1
TN6253_c01,16:00,95.1200,1
TN6253_c02,09:00,86.5600,1
TN6253_c03,17:00,90.3100,1
TN6254_c01,12:00,91.6900,1
TN6254_c02,16:00,93.5200,1
TN6254_c03,14:00,91.1100,1
TN6255_c01,19:00,89.9000,1
TN6255_c02,13:00,90.2000,1
TN6255_c03,17:00,95.7300,1
TN6351_c01,08:00,93.9700,1
TN6351_c02,06:00,93.6300,1
TN6351_c03,00:00,90.4300,1
TN6352_c01,14:00,94.2000,1
TN6352_c02,13:00,95.1500,1
TN6352_c03,16:00,94.2000,1
TN6353_c01,11:00,95.6500,1
TN6353_c02,05:00,95.4300,1
TN6353_c03,14:00,95.3500,1
TN6354_c01,07:00,95.3300,1
TN6354_c02,02:00,93.5500,1
TN6354_c03,01:00,91.7400,1
TN6355_c01,06:00,92.6800,1
TN6355_c02,09:00,91.1200,1
TN6355_c03,18:00,92.9400,1
TN6356_c01,23:00,95.8000,1
TN6356_c02,16:00,92.8400,1
TN6356_c03,17:00,94.8200,1
